appName,coreF,memF,argNo,kernel,time/ms,blocks,warps,achieved_occupancy,warp_execution_efficiency,sm_activity,eligible_warps_per_cycle,branch_efficiency,cf_executed,gld_throughput,gld_transactions,gld_transactions_per_request,gst_throughput,gst_transactions,gst_transactions_per_request,global_hit_rate,dram_read_transactions,dram_read_throughput,dram_write_transactions,dram_write_throughput,l2_read_transactions,l2_read_throughput,l2_write_transactions,l2_write_throughput,shared_load_transactions,shared_load_throughput,shared_load_transactions_per_request,shared_store_transactions,shared_store_throughput,shared_store_transactions_per_request,l2_tex_read_throughput,l2_tex_read_transactions,l2_tex_write_throughput,l2_tex_write_throughput,tex_cache_hit_rate,tex_cache_throughput,tex_cache_transactions,flop_count_dp,flop_count_dp_fma,flop_count_sp,flop_count_sp_fma,flop_count_sp_special,inst_integer,inst_fp_32,inst_fp_64,inst_executed,inst_per_warp,executed_ipc
scalarProd,1202,715,input00,scalarProdGPU,4.537,(128 1 1) (256 1 1),1024.0,0.289368,0.9840000000000001,0.8831,0.747203,1.0,55642112,869.6,134217728,8.000000,0.43774,65536,1.000000,0.5,67109119,403.55,4041016,24.037,67109334,399.67,4061599,24.188,4784128,124.92,1.000000,4456448,116.76,1.000000,407.68,67108864,0.40626999999999996,0.43774,0.49979999999999997,439.0,67108864,0,0,603914240,268435456,0,2164359168,335478784,0,192878592,1.8836e+05,0.708090
scalarProd,1328,715,input00,scalarProdGPU,4.4256,(128 1 1) (256 1 1),1024.0,0.289610,0.9840000000000001,0.8801000000000001,0.687394,1.0,55642112,899.51,134217728,8.000000,0.44918,65536,1.000000,0.5,67109138,412.16,4375926,26.288,67109221,408.09,4401811,26.766,4784128,127.4,1.000000,4456448,118.92,1.000000,444.4,67108864,0.44345999999999997,0.45013000000000003,0.49979999999999997,451.07,67108864,0,0,603914240,268435456,0,2164359168,335478784,0,192878592,1.8836e+05,0.664661
scalarProd,607,715,input00,scalarProdGPU,7.0883,(128 1 1) (256 1 1),1024.0,0.290116,0.9840000000000001,0.8676999999999999,1.104670,1.0,55642112,558.17,134217728,8.000000,0.27657,65536,1.000000,0.5,67109199,277.97,4456453,18.428,67109303,277.6,4484062,18.547,4784128,79.262,1.000000,4456448,73.728,1.000000,277.5,67108864,0.27657,0.27752,0.49979999999999997,278.37,67108864,0,0,603914240,268435456,0,2164359168,335478784,0,192878592,1.8836e+05,0.913342
scalarProd,810,715,input00,scalarProdGPU,5.7556,(128 1 1) (256 1 1),1024.0,0.289588,0.9840000000000001,0.8811,0.962593,1.0,55642112,683.52,134217728,8.000000,0.33951,65536,1.000000,0.5,67109283,338.12,3677914,18.495,67109228,338.21,3710027,18.696,4784128,96.517,1.000000,4456448,90.231,1.000000,337.28,67108864,0.33665,0.33665,0.49979999999999997,337.37,67108864,0,0,603914240,268435456,0,2164359168,335478784,0,192878592,1.8836e+05,0.830253
scanScanExclusiveShared,1012,715,input00,scanExclusiveShared,1.6668,(65536 1 1) (256 1 1),524288.0,0.971741,1.0,0.9958,1.033903,1.0,22020096,156.64,8388608,16.000000,156.57,8388608,16.000000,0.0,8388689,156.49,8976626,167.36,8388775,155.75,9031551,167.68,8912896,665.35,1.000000,5242880,390.53,1.000000,156.58,8388608,156.58,156.66,0.0,156.66,8388608,0,0,0,0,0,1073741824,0,0,82837504,158.000000,0.907538
scanScanExclusiveShared,1202,715,input00,scanExclusiveShared,1.4053,(65536 1 1) (256 1 1),524288.0,0.971742,1.0,0.9968,1.033325,1.0,22020096,185.38,8388608,16.000000,185.52,8388608,16.000000,0.0,8388709,185.59,8868722,196.16,8388744,185.59,8708822,192.67,8912896,788.25,1.000000,5242880,463.68,1.000000,185.5,8388608,185.5,185.5,0.0,185.5,8388608,0,0,0,0,0,1073741824,0,0,82837504,158.000000,0.906946
scanScanExclusiveShared,1328,715,input00,scanExclusiveShared,1.2838,(65536 1 1) (256 1 1),524288.0,0.971757,1.0,0.9954000000000001,1.032424,1.0,22020096,202.88,8388608,16.000000,202.69,8388608,16.000000,0.0,8388699,202.79,8904036,215.41,8388754,202.76,8602461,207.93,8912896,862.27,1.000000,5242880,506.81,1.000000,202.93,8388608,202.93,202.72,0.0,202.72,8388608,0,0,0,0,0,1073741824,0,0,82837504,158.000000,0.906070
scanScanExclusiveShared,607,715,input00,scanExclusiveShared,2.7659,(65536 1 1) (256 1 1),524288.0,0.974825,1.0,0.9976,1.035868,1.0,22020096,94.518,8388608,16.000000,94.202,8388608,16.000000,0.0,8388688,94.884,9521460,107.7,8388805,94.684,9524731,107.5,8912896,400.8,1.000000,5242880,234.83,1.000000,94.232,8388608,94.232,94.233,0.0,94.233,8388608,0,0,0,0,0,1073741824,0,0,82837504,158.000000,0.909090
scanScanExclusiveShared,810,715,input00,scanExclusiveShared,2.0806,(65536 1 1) (256 1 1),524288.0,0.972554,1.0,0.9967,1.034963,1.0,22020096,125.45,8388608,16.000000,125.11,8388608,16.000000,0.0,8388683,125.61,9048785,135.52,8388783,125.77,8878513,133.11,8912896,532.88,1.000000,5242880,313.0,1.000000,125.83,8388608,125.83,125.82,0.0,125.82,8388608,0,0,0,0,0,1073741824,0,0,82837504,158.000000,0.908328
scanUniformUpdate,1012,715,input00,uniformUpdate,0.9866,(65536 1 1) (256 1 1),524288.0,0.918290,0.9732,0.9942,0.212942,1.0,2686976,253.94,8454144,14.333333,251.48,8388608,16.000000,0.0003,8396816,246.21,9011155,265.11,8451703,254.24,8527979,256.53,524288,62.435,1.000000,65536,7.8613,1.000000,253.05,8451648,251.17,252.64,0.0001,254.61,8454144,0,0,0,0,0,167903232,0,0,11862016,22.625000,0.212557
scanUniformUpdate,1202,715,input00,uniformUpdate,0.9928400000000001,(65536 1 1) (256 1 1),524288.0,0.922980,0.9732,0.9947,0.179796,1.0,2686976,251.81,8454144,14.333333,249.19,8388608,16.000000,0.0003,8396833,246.86,8743624,259.1,8451382,252.7,8555190,255.81,524288,62.298,1.000000,65536,7.8138,1.000000,254.36,8451151,252.48,252.54,0.0002,254.51,8454144,0,0,0,0,0,167903232,0,0,11862016,22.625000,0.176146
scanUniformUpdate,1328,715,input00,uniformUpdate,0.99602,(65536 1 1) (256 1 1),524288.0,0.925142,0.9732,0.9939,0.165208,1.0,2686976,251.25,8454144,14.333333,247.44,8388608,16.000000,0.0004,8396864,247.01,8846774,261.29,8450974,253.21,8433601,252.68,524288,62.117,1.000000,65536,7.7896,1.000000,253.45,8450865,251.58,251.61,0.0002,253.58,8454144,0,0,0,0,0,167903232,0,0,11862016,22.625000,0.160349
scanUniformUpdate,607,715,input00,uniformUpdate,0.987,(65536 1 1) (256 1 1),524288.0,0.906779,0.9732,0.9936,0.368190,1.0,2686976,251.92,8454144,14.333333,251.99,8388608,16.000000,0.0001,8396823,249.05,8961832,263.81,8453052,252.08,8832871,263.41,524288,62.942,1.000000,65536,7.8538,1.000000,254.21,8453081,252.27,252.58,0.0001,254.55,8454144,0,0,0,0,0,167903232,0,0,11862016,22.625000,0.350201
scanUniformUpdate,810,715,input00,uniformUpdate,0.98588,(65536 1 1) (256 1 1),524288.0,0.912364,0.9732,0.9928,0.270304,1.0,2686976,251.83,8454144,14.333333,251.54,8388608,16.000000,0.0002,8396922,245.35,8804991,261.31,8452413,252.27,8642898,257.96,524288,62.685,1.000000,65536,7.8604,1.000000,253.15,8452244,251.24,252.64,0.0001,254.61,8454144,0,0,0,0,0,167903232,0,0,11862016,22.625000,0.262919
sortingNetworks,1012,715,input00,bitonicSortShared1,2.0983,(8192 1 1) (512 1 1),131072.0,0.987836,0.8359000000000001,0.9913,1.323046,1.0,32031747,60.162,4194304,8.000000,29.889,2097152,4.000000,0.5,2097488,29.868,2103261,29.979,2098765,30.138,2097165,30.109,43215577,2478.4,1.675641,41348360,2374.4,1.664437,30.095,2097152,30.095,29.99,0.5,29.99,2097152,0,0,0,0,0,578810754,0,0,116743189,890.679848,0.987457
sortingNetworks,1202,715,input00,bitonicSortShared1,1.7714,(8192 1 1) (512 1 1),131072.0,0.987988,0.8359000000000001,0.9922,1.322447,1.0,32031747,71.238,4194304,8.000000,35.595,2097152,4.000000,0.5,2097530,35.589,2096297,35.581,2098742,35.634,2097165,35.607,43215577,2932.9,1.675641,41348360,2808.6,1.664437,35.586,2097152,35.586,35.59,0.5,35.59,2097152,0,0,0,0,0,578810754,0,0,116743189,890.679848,0.986978
sortingNetworks,1328,715,input00,bitonicSortShared1,1.6169,(8192 1 1) (512 1 1),131072.0,0.987042,0.8359000000000001,0.9911,1.321915,1.0,32031747,77.975,4194304,8.000000,38.959,2097152,4.000000,0.5,2097589,38.99,2095993,38.968,2098781,39.008,2097165,38.98,43215577,3214.4,1.675641,41348360,3073.0,1.664437,38.984,2097152,38.984,38.967,0.5,38.967,2097152,0,0,0,0,0,578810754,0,0,116743189,890.679848,0.986682
sortingNetworks,607,715,input00,bitonicSortShared1,3.4856,(8192 1 1) (512 1 1),131072.0,0.987860,0.8359000000000001,0.9922,1.324046,1.0,32031747,36.223,4194304,8.000000,18.223,2097152,4.000000,0.5,2097671,18.076,2127262,18.296,2099336,18.251,2097165,18.237,43215577,1488.5,1.675641,41348360,1424.9,1.664437,18.081,2097152,18.081,18.079,0.5,18.079,2097152,0,0,0,0,0,578810754,0,0,116743189,890.679848,0.987933
sortingNetworks,810,715,input00,bitonicSortShared1,2.6166,(8192 1 1) (512 1 1),131072.0,0.987583,0.8359000000000001,0.9912000000000001,1.323663,1.0,32031747,48.073,4194304,8.000000,24.14,2097152,4.000000,0.5,2097510,24.163,2134094,24.593,2099147,24.01,2097165,23.992,43215577,1984.0,1.675641,41348360,1895.6,1.664437,23.921,2097152,23.921,24.028,0.5,24.028,2097152,0,0,0,0,0,578810754,0,0,116743189,890.679848,0.987368
srad,1012,715,input00,srad_cuda_1,3.9944,(256 512 1) (16 16 1),1048576.0,0.975017,0.9147,0.998,2.509425,0.9345,47185928,257.91,33619968,6.397506,161.31,20971520,4.000000,0.735,4324629,33.214,35829660,274.27,21491258,165.24,35380087,272.03,7602176,233.91,1.450000,7318673,225.15,0.995424,164.94,21490737,257.52,258.01,0.5628,258.39,33603584,536870912,234881024,2684354545,1040187385,167772159,3353477134,2046820348,301989888,346542110,330.488310,1.560182
srad,1202,715,input00,srad_cuda_1,3.3777,(256 512 1) (16 16 1),1048576.0,0.974960,0.9147,0.9984999999999999,2.491457,0.9345,47185928,304.03,33619968,6.397506,189.59,20971520,4.000000,0.7351000000000001,4304329,38.917,35530078,321.07,21490392,194.32,33554445,303.41,7602176,275.01,1.450000,7318673,264.75,0.995424,194.32,21490015,303.41,303.46,0.5628,303.91,33603584,536870912,234881024,2684354545,1040187385,167772159,3353477134,2046820348,301989888,346542110,330.488310,1.551982
srad,1328,715,input00,srad_cuda_1,3.0941,(256 512 1) (16 16 1),1048576.0,0.974867,0.9147,0.9976,2.462016,0.9345,47185928,330.46,33619968,6.397506,206.42,20971520,4.000000,0.7351000000000001,4304639,42.257,34561885,339.32,21490037,211.22,34791288,341.95,7602176,299.25,1.450000,7318673,287.78,0.995424,211.4,21489627,330.09,330.28,0.5628,330.77,33603584,536870912,234881024,2684354545,1040187385,167772159,3353477134,2046820348,301989888,346542110,330.488310,1.541792
srad,607,715,input00,srad_cuda_1,6.6138,(256 512 1) (16 16 1),1048576.0,0.977620,0.9147,0.9987,2.523914,0.9345,47185928,156.39,33619968,6.397506,97.513,20971520,4.000000,0.7348,4365407,20.289,37344952,174.71,21497956,100.18,35516433,165.5,7602176,141.6,1.450000,7318673,136.23,0.995424,100.31,21497938,156.57,156.82,0.5627,157.05,33603584,536870912,234881024,2684354545,1040187385,167772159,3353477134,2046820348,301989888,346542110,330.488310,1.572416
srad,810,715,input00,srad_cuda_1,4.9721,(256 512 1) (16 16 1),1048576.0,0.975736,0.9147,0.9984000000000001,2.517428,0.9345,47185928,206.85,33619968,6.397506,129.56,20971520,4.000000,0.735,4336852,26.716,36124446,223.79,21492092,132.54,35394372,218.28,7602176,187.43,1.450000,7318673,179.88,0.995424,132.73,21491721,207.23,206.84,0.5628,207.15,33603584,536870912,234881024,2684354545,1040187385,167772159,3353477134,2046820348,301989888,346542110,330.488310,1.565981
stereoDisparity,1012,715,input00,stereoDisparityKernel,5.4566,(64 256 1) (32 8 1),131072.0,0.989447,0.9605,0.9945999999999999,1.155741,1.0,44957696,0.0,0,0.000000,2.8741,524288,4.000000,0.0,1276711,7.0082,1267939,6.9179,69840522,381.78,2621453,14.33,149291008,3265.6,1.000000,20054016,438.49,1.000000,383.33,69819673,14.392,14.347,0.565,601.17,109838336,0,0,0,0,0,3211613767,0,0,366215168,2.7940e+03,1.180641
stereoDisparity,1202,715,input00,stereoDisparityKernel,4.6161,(64 256 1) (32 8 1),131072.0,0.989342,0.9605,0.9948999999999999,1.154300,1.0,44957696,0.0,0,0.000000,3.3909,524288,4.000000,0.0,1280712,8.2878,1264595,8.1854,69908908,452.45,2621453,16.962,149291008,3865.6,1.000000,20054016,519.29,1.000000,452.45,69910955,16.965,16.958,0.5643,710.6,109838336,0,0,0,0,0,3211613767,0,0,366215168,2.7940e+03,1.179526
stereoDisparity,1328,715,input00,stereoDisparityKernel,4.2063,(64 256 1) (32 8 1),131072.0,0.989284,0.9605,0.9948,1.153184,1.0,44957696,0.0,0,0.000000,3.7216,524288,4.000000,0.0,1277095,9.0683,1266380,8.991,69866007,496.17,2621453,18.615,149291008,4241.2,1.000000,20054016,569.57,1.000000,496.14,69865304,18.615,18.612,0.5646,779.88,109838336,0,0,0,0,0,3211613767,0,0,366215168,2.7940e+03,1.178506
stereoDisparity,607,715,input00,stereoDisparityKernel,9.034,(64 256 1) (32 8 1),131072.0,0.989692,0.9605,0.9948999999999999,1.158044,1.0,44957696,0.0,0,0.000000,1.7267,524288,4.000000,0.0,1279800,4.2245,1271166,4.1947,69418622,228.33,2621453,8.6213,149291008,1969.7,1.000000,20054016,264.67,1.000000,228.15,69428163,8.6138,8.652,0.5672999999999999,362.56,109838336,0,0,0,0,0,3211613767,0,0,366215168,2.7940e+03,1.183039
stereoDisparity,810,715,input00,stereoDisparityKernel,6.7969,(64 256 1) (32 8 1),131072.0,0.989502,0.9605,0.9951000000000001,1.156794,1.0,44957696,0.0,0,0.000000,2.3013,524288,4.000000,0.0,1277380,5.5898,1268057,5.5255,69842959,305.82,2621453,11.475,149291008,2622.0,1.000000,20054016,349.94,1.000000,306.89,69839227,11.519,11.502,0.5648,481.95,109838336,0,0,0,0,0,3211613767,0,0,366215168,2.7940e+03,1.181674
transpose,1012,715,input00,transposeCoalesced,1.2408,(512 512 1) (16 16 1),2097152.0,0.868797,1.0,0.9944,2.002866,1.0,6291456,442.65,16777216,8.000000,221.33,8388608,4.000000,0.5,8388693,219.93,8731844,229.8,8388855,221.23,8742826,230.57,16777216,1775.9,8.000000,2097152,222.52,1.000000,221.72,8388608,221.72,222.52,0.5,222.52,8388608,0,0,0,0,0,1476395008,0,0,73400320,35.000000,1.143245
transpose,1202,715,input00,transposeCoalesced,1.1088,(512 512 1) (16 16 1),2097152.0,0.882530,1.0,0.9964,1.788775,1.0,6291456,473.84,16777216,8.000000,235.75,8388608,4.000000,0.5,8388643,234.27,8829973,247.37,8388788,236.12,8545919,240.54,16777216,1883.1,8.000000,2097152,235.42,1.000000,235.94,8388608,235.94,237.03,0.5,237.03,8388608,0,0,0,0,0,1476395008,0,0,73400320,35.000000,1.027523
transpose,1328,715,input00,transposeCoalesced,1.0637,(512 512 1) (16 16 1),2097152.0,0.889449,1.0,0.9963,1.659557,1.0,6291456,488.79,16777216,8.000000,243.34,8388608,4.000000,0.5,8388639,242.04,8587607,252.89,8388754,246.19,8816142,258.73,16777216,1950.3,8.000000,2097152,244.04,1.000000,248.01,8388608,248.01,248.89,0.5,248.89,8388608,0,0,0,0,0,1476395008,0,0,73400320,35.000000,0.970771
transpose,607,715,input00,transposeCoalesced,1.9577,(512 512 1) (16 16 1),2097152.0,0.868560,1.0,0.9965999999999999,2.367414,1.0,6291456,312.52,16777216,8.000000,156.38,8388608,4.000000,0.5,8388725,156.57,9319248,172.57,8388768,155.76,8932324,165.86,16777216,1251.7,8.000000,2097152,156.24,1.000000,155.75,8388608,155.75,156.06,0.5,156.06,8388608,0,0,0,0,0,1476395008,0,0,73400320,35.000000,1.334193
transpose,810,715,input00,transposeCoalesced,1.4924,(512 512 1) (16 16 1),2097152.0,0.865524,1.0,0.9954999999999999,2.143699,1.0,6291456,380.3,16777216,8.000000,191.39,8388608,4.000000,0.5,8388699,188.88,8843513,200.31,8388765,190.59,8538461,193.99,16777216,1523.8,8.000000,2097152,190.21,1.000000,190.69,8388608,190.69,190.27,0.5,190.27,8388608,0,0,0,0,0,1476395008,0,0,73400320,35.000000,1.227355
vectorAdd,1012,715,input00,vectorAdd,1.4477,(262144 1 1) (256 1 1),2097152.0,0.871365,1.0,0.9959,0.791522,1.0,4194304,681.24,33554432,8.000000,170.94,8388608,4.000000,0.5,16777361,332.11,9300743,184.72,16777409,339.85,8809426,178.45,0,0.0,0.000000,0,0.0,0.000000,340.61,16777216,170.31,170.5,0.5,341.0,16777216,0,0,67108864,0,0,805306368,67108864,0,44040192,21.000000,0.531016
vectorAdd,1202,715,input00,vectorAdd,1.4557,(262144 1 1) (256 1 1),2097152.0,0.885727,1.0,0.9965999999999999,0.657274,1.0,4194304,678.0,33554432,8.000000,169.8,8388608,4.000000,0.5,16777278,331.72,9615989,190.38,16777351,338.11,8834832,178.05,0,0.0,0.000000,0,0.0,0.000000,340.22,16777216,170.11,170.11,0.5,340.21,16777216,0,0,67108864,0,0,805306368,67108864,0,44040192,21.000000,0.446178
vectorAdd,1328,715,input00,vectorAdd,1.4607,(262144 1 1) (256 1 1),2097152.0,0.892603,1.0,0.9969,0.598843,1.0,4194304,674.58,33554432,8.000000,169.55,8388608,4.000000,0.5,16777293,335.2,9527358,188.31,16777457,336.16,9004121,180.41,0,0.0,0.000000,0,0.0,0.000000,338.36,16777216,169.18,169.48,0.5,338.95,16777216,0,0,67108864,0,0,805306368,67108864,0,44040192,21.000000,0.405834
vectorAdd,607,715,input00,vectorAdd,1.4474,(262144 1 1) (256 1 1),2097152.0,0.829041,1.0,0.995,1.351267,1.0,4194304,687.2,33554432,8.000000,172.3,8388608,4.000000,0.5,16777398,335.36,9315239,185.88,16777341,340.93,8982062,182.52,0,0.0,0.000000,0,0.0,0.000000,343.27,16777216,171.63,171.61,0.5,343.22,16777216,0,0,67108864,0,0,805306368,67108864,0,44040192,21.000000,0.883531
vectorAdd,810,715,input00,vectorAdd,1.434,(262144 1 1) (256 1 1),2097152.0,0.852178,1.0,0.9956999999999999,0.996405,1.0,4194304,689.17,33554432,8.000000,173.26,8388608,4.000000,0.5,16777297,335.32,9316770,186.51,16777402,342.69,8980534,183.43,0,0.0,0.000000,0,0.0,0.000000,344.65,16777216,172.33,172.18,0.5,344.36,16777216,0,0,67108864,0,0,805306368,67108864,0,44040192,21.000000,0.670965
